bidx,week,mean_mm,sd_mm,p10_mm,p20_mm,p50_mm,n_years,doy_start,doy_end
0,1,87.586876,47.641556,25.543406,57.904293,81.85079,21,1,7
0,2,77.42401,48.610107,27.535809,40.065998,72.06645,21,8,14
0,3,75.45868,42.228657,20.528057,30.976643,78.99248,21,15,21
0,4,69.60289,53.662056,10.157961,21.993168,58.492416,21,22,28
0,5,72.03668,51.141758,9.56831,12.603535,65.689575,21,29,35
0,6,80.27435,61.87928,14.806027,27.831459,66.306,21,36,42
0,7,66.85787,57.59561,12.574926,15.127297,58.90016,21,43,49
0,8,103.18464,53.121056,49.067593,53.576683,93.94656,21,50,56
0,9,85.8277,44.083244,17.916862,52.439407,93.31319,21,57,63
0,10,83.67744,44.39172,26.182505,50.07019,81.73849,21,64,70
0,11,63.649326,39.50563,13.161328,33.93056,55.817368,21,71,77
0,12,87.47757,51.455257,33.32437,37.52618,79.82541,21,78,84
0,13,84.131714,43.188583,21.3021,49.414536,93.1337,21,85,91
0,14,90.06529,49.119858,31.495323,50.60617,90.06102,21,92,98
0,15,98.93888,52.947903,42.854176,65.035805,99.654854,21,99,105
0,16,98.4586,45.07674,41.3371,56.230988,107.45169,21,106,112
0,17,106.38041,50.616417,53.939556,72.66142,104.36999,21,113,119
0,18,103.29705,33.978172,63.562286,64.8177,108.25444,21,120,126
0,19,97.507385,35.289165,45.614532,71.461525,103.96122,21,127,133
0,20,96.64455,30.68212,54.70025,77.56762,101.063614,21,134,140
0,21,90.907,29.31894,57.82973,62.04964,86.103264,21,141,147
0,22,90.51873,23.471367,62.20183,70.272385,89.9303,21,148,154
0,23,68.42353,27.55635,33.582245,49.54058,68.21857,21,155,161
0,24,64.55724,26.419184,24.885183,49.603252,64.08545,21,162,168
0,25,60.056293,21.294535,28.942522,41.29313,62.37417,21,169,175
0,26,45.273037,17.828941,23.437454,28.092392,47.01789,21,176,182
0,27,51.856,25.833138,22.642775,26.421663,47.658325,21,183,189
0,28,51.19811,20.077696,32.27687,37.701454,47.8742,21,190,196
0,29,36.50467,20.051542,14.716801,17.308325,35.921,21,197,203
0,30,43.161762,27.460032,8.196146,19.049814,38.43064,21,204,210
0,31,39.301723,30.572077,14.798489,19.468227,34.433613,21,211,217
0,32,34.797676,21.74793,13.422823,18.016382,30.908112,21,218,224
0,33,25.892206,25.293009,2.5476112,6.2544656,18.599417,21,225,231
0,34,27.79864,28.755344,1.5562613,2.2710207,18.51076,21,232,238
0,35,14.6804085,15.4843,1.5031395,1.8869023,12.329685,21,239,245
0,36,12.9640255,11.507448,2.738415,3.224183,9.865227,21,246,252
0,37,13.305028,12.427566,2.054482,3.6912055,11.118501,21,253,259
0,38,12.916081,8.496942,4.2916975,4.422143,11.2759695,21,260,266
0,39,8.791757,10.239336,0.3602121,0.540217,6.3499627,21,267,273
0,40,12.920052,12.286711,0.9154225,1.275351,10.402336,21,274,280
0,41,9.150531,8.598682,1.4918563,1.6693077,7.4776487,21,281,287
0,42,13.425005,13.920631,0.5606663,3.0587316,11.004409,21,288,294
0,43,12.804191,14.879004,0.28055808,1.640158,9.490326,21,295,301
0,44,19.519962,14.189241,1.8788953,4.6482167,20.004736,21,302,308
0,45,20.477407,16.222847,2.05412,6.2975187,14.758665,21,309,315
0,46,17.960382,12.288555,5.8482857,8.648389,12.04477,21,316,322
0,47,23.62149,25.381327,0.62706864,5.020661,11.40914,21,323,329
0,48,31.124313,24.1194,12.565117,14.943644,22.26233,21,330,336
0,49,47.82158,39.41645,4.8380823,6.6188726,46.085705,21,337,343
0,50,31.93594,26.655872,2.036006,4.9783945,24.803364,21,344,350
0,51,67.20375,50.813255,3.4227598,10.920398,61.754555,21,351,357
0,52,59.24932,46.292984,12.215554,20.029367,45.914776,21,358,365
1,1,107.76054,71.42382,42.850906,43.950977,94.55048,21,1,7
1,2,99.31705,60.32192,32.391773,51.074883,86.56526,21,8,14
1,3,98.27153,64.482445,19.608847,50.566235,86.18191,21,15,21
1,4,84.188614,79.93872,6.795163,26.003712,56.245136,21,22,28
1,5,100.36549,73.391,12.22942,23.694016,93.008514,21,29,35
1,6,96.08253,72.45811,29.983044,38.80933,75.929985,21,36,42
1,7,93.46405,78.17059,10.788876,29.535873,68.362076,21,43,49
1,8,128.89255,67.32234,55.72843,64.39595,121.72184,21,50,56
1,9,100.36184,57.71939,30.666208,54.41343,102.855675,21,57,63
1,10,122.90418,57.31379,46.25103,50.244473,133.4364,21,64,70
1,11,82.38231,66.92897,17.329872,23.500208,59.801174,21,71,77
1,12,117.69292,59.716934,59.67722,69.67039,111.979324,21,78,84
1,13,116.7781,70.28416,17.971163,44.850826,119.205536,21,85,91
1,14,115.52759,70.60211,36.956535,53.25736,110.82063,21,92,98
1,15,121.69157,60.587208,43.09484,72.41837,114.123215,21,99,105
1,16,132.98909,43.918518,75.5262,91.47625,136.81078,21,106,112
1,17,129.71149,72.55516,74.37975,75.69704,117.00537,21,113,119
1,18,131.19203,64.41431,38.79206,89.6979,126.781845,21,120,126
1,19,110.3082,48.301014,61.49465,69.45991,107.39641,21,127,133
1,20,110.032005,49.340275,48.505722,70.741936,114.89046,21,134,140
1,21,97.80771,47.912125,42.387745,76.7285,92.12931,21,141,147
1,22,106.123405,44.14702,59.397175,65.31981,105.93272,21,148,154
1,23,77.358734,48.987118,25.373554,44.508915,61.072258,21,155,161
1,24,84.29913,43.99469,23.546947,47.185734,89.14357,21,162,168
1,25,67.89564,34.322834,29.554855,38.27383,67.62079,21,169,175
1,26,35.459057,22.216436,11.1418495,14.013836,31.508837,21,176,182
1,27,52.662807,28.050406,22.199524,23.11051,49.78495,21,183,189
1,28,59.93854,40.262035,20.286247,24.197168,48.2362,21,190,196
1,29,31.227428,28.66267,4.5334096,8.862709,27.459175,21,197,203
1,30,31.372976,22.591269,5.672575,12.386871,32.944874,21,204,210
1,31,32.16118,25.157751,6.245102,9.206961,33.357643,21,211,217
1,32,21.907942,19.973894,4.1375546,4.6585855,14.137673,21,218,224
1,33,17.871277,22.169859,2.7945218,3.5795896,10.083636,21,225,231
1,34,17.950443,26.93392,1.9531298,2.744962,7.997207,21,232,238
1,35,7.402255,8.191683,0.5515392,0.7511691,3.9122818,21,239,245
1,36,6.507713,4.5274053,2.08747,3.3499506,5.4310737,21,246,252
1,37,8.6712265,11.051746,1.1982529,1.4033902,4.404137,21,253,259
1,38,7.7610903,5.31401,1.9531415,3.305635,7.206513,21,260,266
1,39,5.888051,7.885246,0.21006115,0.4003952,1.6458411,21,267,273
1,40,5.2023277,5.280676,0.058779776,0.39068457,2.882578,21,274,280
1,41,4.4248996,5.3985534,0.58182347,0.8649653,2.4000258,21,281,287
1,42,6.9182043,10.01375,0.085076645,0.97786856,2.8664458,21,288,294
1,43,6.0350246,8.136623,0.31425753,0.79936475,2.964759,21,295,301
1,44,14.397019,15.9407835,0.9869041,2.1986864,11.161012,21,302,308
1,45,18.187159,18.065485,3.0993142,4.8595657,11.638559,21,309,315
1,46,11.860417,10.450871,2.0876343,2.3807335,8.523116,21,316,322
1,47,18.750422,21.370102,0.17502096,2.5449147,13.91304,21,323,329
1,48,25.307108,22.526556,6.234026,10.335426,20.772713,21,330,336
1,49,46.88326,36.62653,1.3566351,11.618398,48.923996,21,337,343
1,50,35.564716,37.807415,1.5198607,3.643121,26.381533,21,344,350
1,51,69.14771,56.430607,1.9246598,22.63972,54.191505,21,351,357
1,52,71.264336,55.228382,17.633938,20.100798,57.22608,21,358,365
2,1,77.83907,59.009144,10.408491,20.397472,68.06495,21,1,7
2,2,80.348854,41.9482,25.7309,51.95806,79.52449,21,8,14
2,3,91.21806,67.59707,7.9459,26.14506,87.64164,21,15,21
2,4,74.809654,63.798153,9.923334,15.571541,58.87496,21,22,28
2,5,99.28493,70.863,13.200476,29.405022,109.12849,21,29,35
2,6,86.699326,55.254482,26.784143,35.91514,73.50845,21,36,42
2,7,119.66426,90.74144,7.3892946,36.245792,108.33659,21,43,49
2,8,119.53626,61.034397,44.03396,65.948425,135.8153,21,50,56
2,9,111.00086,63.414368,24.189777,50.11241,110.024994,21,57,63
2,10,111.19916,56.26133,39.737934,62.576843,113.91979,21,64,70
2,11,92.939255,76.79023,16.477388,28.325619,81.97921,21,71,77
2,12,121.51495,53.488842,58.981934,85.20991,111.00072,21,78,84
2,13,125.90397,56.135883,71.04863,73.84368,129.03662,21,85,91
2,14,118.23253,55.402596,39.772343,88.73625,115.220535,21,92,98
2,15,116.74747,40.602055,62.763493,89.909546,113.28403,21,99,105
2,16,124.1535,49.07394,82.49967,85.39774,101.65647,21,106,112
2,17,111.28116,62.20141,14.074747,66.50992,117.933105,21,113,119
2,18,98.946,55.004368,27.926498,62.514797,89.73731,21,120,126
2,19,93.493835,42.742844,52.21286,62.93183,88.90141,21,127,133
2,20,88.78383,59.227238,11.636463,39.029804,96.56886,21,134,140
2,21,66.68573,41.42129,20.52867,29.240553,69.39858,21,141,147
2,22,92.206215,51.292603,19.408205,47.273296,108.033615,21,148,154
2,23,62.660366,39.928852,15.224883,24.35546,53.860703,21,155,161
2,24,75.90485,48.65693,7.286716,39.182724,76.43054,21,162,168
2,25,48.862072,37.878407,2.3828986,8.922917,53.877842,21,169,175
2,26,22.953482,27.91765,1.3087869,2.807825,10.385767,21,176,182
2,27,43.61225,32.590675,8.77368,10.799084,37.007084,21,183,189
2,28,39.083225,42.270576,2.5064151,7.079524,16.928097,21,190,196
2,29,22.92225,23.029999,0.6469708,1.7864811,19.355495,21,197,203
2,30,20.762018,19.897131,1.0229042,2.5598307,20.23334,21,204,210
2,31,21.0634,24.337194,0.92719096,3.6327713,12.568949,21,211,217
2,32,17.00101,19.437815,0.13822937,0.5644504,9.083185,21,218,224
2,33,11.081575,15.382063,0.25368753,0.6612198,7.8678226,21,225,231
2,34,14.074058,21.546837,0.65433097,1.0232538,3.2705693,21,232,238
2,35,5.662395,7.043125,0.0,0.0,4.408319,21,239,245
2,36,4.282119,4.11974,0.058006402,0.48646843,3.6065717,21,246,252
2,37,3.3361773,3.5950794,0.03376795,0.9190005,2.2364821,21,253,259
2,38,4.9969797,5.298926,0.0,0.344905,3.8685956,21,260,266
2,39,3.0340278,4.734788,0.0,0.0,0.525854,21,267,273
2,40,2.2288456,3.4929378,0.0,0.0,0.43806338,21,274,280
2,41,4.066265,7.0073447,0.0,0.0,1.0796739,21,281,287
2,42,3.4571986,5.0439067,0.0,0.0,1.5202371,21,288,294
2,43,3.098142,5.207076,0.0,0.0,1.2408595,21,295,301
2,44,5.7307563,8.442101,0.0,0.0,1.7342792,21,302,308
2,45,5.8932714,8.774742,0.084781006,0.14579122,2.0543272,21,309,315
2,46,2.6388013,3.8453405,0.0,0.0,0.9172954,21,316,322
2,47,3.8880463,5.7722836,0.0,0.13288069,1.8597412,21,323,329
2,48,9.583083,11.124569,0.46995127,1.3473693,4.9366913,21,330,336
2,49,11.568339,14.12774,0.0,0.23373877,7.126028,21,337,343
2,50,12.832311,17.225647,0.13200945,0.9318064,6.7816257,21,344,350
2,51,25.971188,21.70082,0.10495805,2.9479547,24.004532,21,351,357
2,52,48.415325,31.810946,11.707026,19.482908,46.650364,21,358,365
3,1,66.01061,49.639603,6.373796,17.59127,61.44198,21,1,7
3,2,60.521038,36.463295,10.548369,31.716892,58.898464,21,8,14
3,3,83.40662,68.27206,17.65039,36.662704,54.937347,21,15,21
3,4,63.724396,57.22966,12.686283,19.571918,45.75279,21,22,28
3,5,85.78384,63.507977,7.003807,20.88397,73.442024,21,29,35
3,6,80.31152,45.522537,22.602715,46.41905,67.760086,21,36,42
3,7,113.07546,73.65581,18.270452,73.38575,111.22766,21,43,49
3,8,112.07516,60.90368,39.50608,62.456367,113.96,21,50,56
3,9,102.081604,57.62653,13.671652,51.372143,109.40645,21,57,63
3,10,96.61587,41.871704,50.137695,60.211086,99.26452,21,64,70
3,11,91.321785,69.94133,17.207388,49.989357,76.61056,21,71,77
3,12,109.25708,52.277084,57.22883,65.06393,100.09421,21,78,84
3,13,115.78517,51.624798,58.4161,75.95538,103.57591,21,85,91
3,14,112.86942,59.721912,33.118824,65.41761,108.39094,21,92,98
3,15,114.85562,41.492466,71.30916,81.05257,112.73511,21,99,105
3,16,115.869,53.478252,64.777374,71.45643,107.81233,21,106,112
3,17,106.17218,60.76231,17.97721,56.369347,96.69438,21,113,119
3,18,88.777626,54.225662,20.308146,45.573612,72.165985,21,120,126
3,19,80.40081,41.496704,30.195684,48.39199,91.31515,21,127,133
3,20,85.848045,59.757942,13.328045,30.794548,96.88976,21,134,140
3,21,58.48237,38.914482,16.164747,21.2378,61.300926,21,141,147
3,22,89.54288,58.38087,6.3103337,52.459118,91.51163,21,148,154
3,23,53.04666,38.42216,12.76473,21.81331,45.070946,21,155,161
3,24,73.96283,51.92861,3.4084876,14.5937605,70.814644,21,162,168
3,25,43.025253,36.85653,2.0055528,4.855868,47.56359,21,169,175
3,26,14.690992,16.940533,0.0,0.0,6.872948,21,176,182
3,27,42.866386,33.09084,7.9339542,11.107868,34.647644,21,183,189
3,28,37.630795,38.546654,0.7690014,5.50363,26.177246,21,190,196
3,29,25.287697,26.6083,2.5736055,4.722832,11.657038,21,197,203
3,30,18.393072,22.446098,0.0,0.0,12.697622,21,204,210
3,31,22.857466,27.90506,0.24343574,0.7635057,10.827812,21,211,217
3,32,16.07452,23.064028,0.0,0.31048825,5.17877,21,218,224
3,33,8.86794,13.296585,0.0,0.0,3.883179,21,225,231
3,34,12.657695,16.881489,0.0,0.0,4.232969,21,232,238
3,35,5.8199954,8.413324,0.0,0.0,4.1237497,21,239,245
3,36,3.3485613,3.9832814,0.0,0.0,2.0388768,21,246,252
3,37,3.4571712,2.9383347,0.0,0.4994115,2.2848372,21,253,259
3,38,3.1063075,3.44606,0.0,0.0,2.2953513,21,260,266
3,39,0.5423442,0.93688506,0.0,0.0,0.0,21,267,273
3,40,1.218342,2.1226835,0.0,0.0,0.55285203,21,274,280
3,41,2.2060254,3.8452003,0.0,0.0,0.5614996,21,281,287
3,42,1.7232635,2.9517066,0.0,0.0,0.43274924,21,288,294
3,43,1.551736,2.9933107,0.0,0.0,0.13021204,21,295,301
3,44,2.130786,4.029365,0.0,0.0,0.21307857,21,302,308
3,45,2.6634853,4.417,0.0,0.0,0.4602789,21,309,315
3,46,1.3410044,2.2955072,0.0,0.0,0.0,21,316,322
3,47,2.3259451,3.9314651,0.0,0.0,1.1596484,21,323,329
3,48,5.7647276,7.7142086,0.119490944,0.17693245,1.3792826,21,330,336
3,49,7.6059003,11.21456,0.0,0.0,1.340215,21,337,343
3,50,11.959905,13.741078,0.0,0.44437402,6.7337146,21,344,350
3,51,19.07419,19.3165,0.0,0.29389352,13.286257,21,351,357
3,52,40.854713,27.982122,6.645155,13.668861,42.4728,21,358,365
4,1,55.819366,38.643074,3.14707,19.203676,64.78037,21,1,7
4,2,63.89571,38.987797,24.31752,34.84927,56.530983,21,8,14
4,3,79.44696,55.614025,18.045527,31.050219,74.47222,21,15,21
4,4,59.238457,45.031517,10.409418,17.013096,52.02559,21,22,28
4,5,79.57906,50.881126,19.693237,33.94344,78.327255,21,29,35
4,6,71.73207,35.008797,27.596329,39.923706,74.48476,21,36,42
4,7,86.41555,52.954014,12.959799,52.502697,82.56753,21,43,49
4,8,94.52604,36.46066,52.37421,72.479706,92.62259,21,50,56
4,9,97.024994,44.453014,51.002274,58.97374,102.786674,21,57,63
4,10,85.94363,33.10765,44.024506,60.751705,81.849976,21,64,70
4,11,84.19047,48.589825,28.425362,43.56974,72.779686,21,71,77
4,12,102.67265,35.1441,57.930805,65.28071,103.32284,21,78,84
4,13,108.530716,31.788637,76.23049,78.579956,99.31477,21,85,91
4,14,99.41593,36.634174,59.96912,65.35005,90.85741,21,92,98
4,15,84.72347,24.209188,56.33818,63.488087,86.72685,21,99,105
4,16,90.15376,29.958256,62.246273,63.49522,83.34291,21,106,112
4,17,93.90653,39.932384,48.16188,67.672134,92.760086,21,113,119
4,18,79.75788,28.619265,53.012413,55.340355,74.93038,21,120,126
4,19,68.95414,25.209196,46.937294,52.14934,66.502625,21,127,133
4,20,70.63904,44.11928,7.3917003,22.440868,79.406425,21,134,140
4,21,60.926582,27.993237,21.586185,41.143944,59.130394,21,141,147
4,22,75.51928,38.335278,30.577866,51.894547,76.64274,21,148,154
4,23,57.313644,25.819632,29.442934,34.133743,51.197838,21,155,161
4,24,67.87697,31.05218,21.235983,38.753754,70.251015,21,162,168
4,25,47.179073,28.089918,18.859539,25.020283,47.0698,21,169,175
4,26,29.135086,17.593153,7.298079,14.591986,25.785048,21,176,182
4,27,49.806072,28.932102,21.250443,25.607794,47.46867,21,183,189
4,28,41.620674,31.831583,7.984384,11.726926,43.784218,21,190,196
4,29,31.27245,24.94194,1.9544024,8.186294,25.665142,21,197,203
4,30,37.480114,34.750736,2.0169713,4.7415323,34.832783,21,204,210
4,31,25.153297,25.097105,3.0886807,3.6710205,17.169985,21,211,217
4,32,24.36953,25.479984,0.7155495,1.353145,10.7060585,21,218,224
4,33,14.481511,15.862122,0.5251726,1.7410976,9.749661,21,225,231
4,34,12.746008,17.921263,0.23179926,0.39307106,2.9799805,21,232,238
4,35,8.747037,9.1645775,0.8844346,2.0764163,5.798974,21,239,245
4,36,4.5335665,4.6600676,0.04876426,0.08279854,3.1883543,21,246,252
4,37,5.210284,5.7037396,0.54956424,1.1861815,3.9354842,21,253,259
4,38,5.039016,4.543687,0.3485259,1.0581015,3.9190614,21,260,266
4,39,4.344063,6.816876,0.0,0.058046576,1.8498061,21,267,273
4,40,3.1387613,3.8637042,0.0,0.12789443,1.9027416,21,274,280
4,41,4.906507,6.23523,0.061258823,0.98226863,1.5740703,21,281,287
4,42,4.94089,6.602772,0.0,0.033313558,3.10028,21,288,294
4,43,4.388566,8.16664,0.0,0.059209317,1.0701381,21,295,301
4,44,6.224183,9.180112,0.08311725,0.3663704,1.4067601,21,302,308
4,45,7.0153666,8.079042,0.155303,0.4541456,4.738084,21,309,315
4,46,6.0659647,9.45005,0.1902021,0.29410708,1.9394437,21,316,322
4,47,7.8107934,9.494783,0.06370231,0.40624607,2.9205916,21,323,329
4,48,14.109966,17.651525,0.42717373,1.0592804,8.199277,21,330,336
4,49,18.834137,21.468792,0.0,0.9493456,11.524342,21,337,343
4,50,19.199112,20.88814,1.6554899,3.7120566,10.357547,21,344,350
4,51,30.133516,28.282164,0.66860616,7.174324,23.897194,21,351,357
4,52,51.910564,32.343727,9.06215,31.714708,44.699738,21,358,365
5,1,49.000134,30.581886,2.6321986,16.700207,55.771835,21,1,7
5,2,59.065777,38.113754,20.017347,29.92372,58.70815,21,8,14
5,3,73.87806,46.02823,16.86411,32.289055,80.54573,21,15,21
5,4,58.167168,43.95973,3.5579982,11.982107,56.01142,21,22,28
5,5,78.02468,49.976093,13.536963,28.88086,69.4656,21,29,35
5,6,71.74096,33.074905,34.80765,38.14096,79.18571,21,36,42
5,7,78.00704,46.889572,33.690002,48.058323,67.20915,21,43,49
5,8,85.178444,27.150208,56.441483,60.88101,80.85122,21,50,56
5,9,93.79444,37.85394,50.327133,60.937103,99.55415,21,57,63
5,10,77.23407,26.528316,45.356735,53.116688,76.35268,21,64,70
5,11,75.586365,41.735165,32.39505,43.574112,71.32108,21,71,77
5,12,88.62278,34.561127,47.7116,54.760773,87.10649,21,78,84
5,13,95.61858,25.102905,67.753136,74.141266,92.16421,21,85,91
5,14,84.534836,38.410347,38.706196,51.65891,74.555214,21,92,98
5,15,81.36472,26.236156,49.987022,54.865124,81.802444,21,99,105
5,16,79.38927,20.56579,56.6011,63.976677,76.12306,21,106,112
5,17,89.938576,32.189323,49.50723,61.989014,97.21707,21,113,119
5,18,72.40819,21.081024,43.095642,59.797066,78.7263,21,120,126
5,19,72.38856,29.389404,34.408836,53.02817,73.35191,21,127,133
5,20,66.562325,36.035774,20.160177,25.5643,75.77831,21,134,140
5,21,62.277264,25.416672,38.273975,45.269947,53.733204,21,141,147
5,22,72.47421,26.611769,48.98355,55.22537,64.55058,21,148,154
5,23,57.34536,24.571842,35.03939,40.889423,57.30419,21,155,161
5,24,58.295345,20.80504,37.566624,39.801525,62.053734,21,162,168
5,25,45.346214,26.956566,18.75408,28.49454,39.704712,21,169,175
5,26,39.033237,28.139814,10.516771,12.58767,35.964905,21,176,182
5,27,54.31945,29.567327,13.596205,33.549946,56.61589,21,183,189
5,28,39.162266,32.90422,8.377095,10.43613,34.990444,21,190,196
5,29,36.424652,29.714947,1.3189626,11.638584,34.295143,21,197,203
5,30,38.85445,33.373276,3.5230227,4.851648,38.533966,21,204,210
5,31,29.14406,23.842155,4.0522327,4.6421795,23.041082,21,211,217
5,32,22.800516,24.140064,0.5573051,1.7702843,15.262996,21,218,224
5,33,14.223419,17.73303,0.2912568,0.60867023,7.134533,21,225,231
5,34,11.3813,13.605691,0.8767335,2.1104794,7.329765,21,232,238
5,35,10.285937,11.765698,0.0,0.98575765,6.1503353,21,239,245
5,36,6.4733114,6.6106873,0.0,0.10350171,3.930563,21,246,252
5,37,8.675736,7.38972,2.2598228,2.7716494,7.17208,21,253,259
5,38,7.2257414,6.4154286,0.5841793,1.40259,5.215426,21,260,266
5,39,9.22957,15.071164,0.0,0.0,1.4037315,21,267,273
5,40,7.2476754,7.9916935,0.0,0.03484991,5.6516438,21,274,280
5,41,9.488612,10.283348,0.7373857,1.1163901,4.299456,21,281,287
5,42,7.3167944,9.857353,0.080358535,0.13768874,4.4558816,21,288,294
5,43,8.184368,13.910873,0.0,0.92450917,3.489366,21,295,301
5,44,10.501039,12.612669,0.51419944,0.75117296,4.536834,21,302,308
5,45,14.32871,13.964002,0.49329227,1.3628999,12.776559,21,309,315
5,46,14.37588,18.82684,0.23665492,2.2661545,7.2705307,21,316,322
5,47,16.876507,20.540813,0.0,0.061497703,7.8246546,21,323,329
5,48,23.357786,29.60448,0.078122534,1.4542807,13.222649,21,330,336
5,49,27.415255,31.624683,0.0,1.3305115,13.35162,21,337,343
5,50,24.483852,25.318218,3.7015674,6.4339275,16.148466,21,344,350
5,51,39.158722,31.159668,2.5934467,8.876157,31.43494,21,351,357
5,52,60.49903,38.422806,8.53065,12.852733,64.99841,21,358,365
6,1,46.150692,31.822763,0.0,10.579923,49.66263,21,1,7
6,2,51.600872,34.385494,15.762268,21.527279,40.132587,21,8,14
6,3,73.28797,48.378326,13.836476,25.163097,67.28792,21,15,21
6,4,58.54784,52.763195,6.2313986,8.506636,53.791527,21,22,28
6,5,70.68048,47.813763,12.900755,20.935194,71.08873,21,29,35
6,6,79.777115,38.006596,40.190407,51.898117,78.63256,21,36,42
6,7,79.81252,44.247288,26.324486,47.903538,79.66203,21,43,49
6,8,97.56765,31.14087,62.013603,66.35832,88.67095,21,50,56
6,9,98.55134,46.226326,38.61748,62.717175,104.089264,21,57,63
6,10,69.69423,39.587563,20.456675,43.04379,68.85408,21,64,70
6,11,76.18679,42.235355,39.71178,43.70905,58.42283,21,71,77
6,12,80.25979,34.37465,42.165916,54.429222,86.28581,21,78,84
6,13,91.79702,21.471312,74.52117,77.579704,85.14608,21,85,91
6,14,86.07514,35.615177,43.186108,59.50449,74.23711,21,92,98
6,15,77.247,24.630703,55.98428,58.539818,73.29409,21,99,105
6,16,76.674,25.0179,55.557384,61.2389,71.683395,21,106,112
6,17,86.78932,38.474354,45.735207,49.065857,85.454666,21,113,119
6,18,75.28627,25.129604,56.69285,57.9281,74.54866,21,120,126
6,19,67.38053,33.861767,31.825375,33.861965,70.174225,21,127,133
6,20,65.82225,38.12598,25.69553,33.45995,71.58558,21,134,140
6,21,66.13849,32.19391,35.07525,37.003708,55.693794,21,141,147
6,22,70.70712,39.357006,38.477528,43.828453,58.81053,21,148,154
6,23,66.03476,37.047375,12.945799,51.83918,67.896324,21,155,161
6,24,66.09336,29.370766,24.282177,42.172737,71.57107,21,162,168
6,25,51.98694,28.842737,14.357508,32.688972,54.69377,21,169,175
6,26,49.1172,35.2256,18.350163,19.997,42.65815,21,176,182
6,27,49.195087,30.859587,11.416214,26.151321,48.57511,21,183,189
6,28,38.81127,28.75939,10.192327,13.587509,37.81288,21,190,196
6,29,36.43672,26.569145,0.0,0.0,45.257668,21,197,203
6,30,41.170563,35.19508,6.888104,13.975676,40.273483,21,204,210
6,31,23.140902,21.089573,0.0,6.16768,18.988087,21,211,217
6,32,30.700712,34.67992,0.0,6.8457036,24.299099,21,218,224
6,33,17.903494,15.586972,0.0,0.0,20.117502,21,225,231
6,34,14.564157,14.902111,0.0,0.0,12.617213,21,232,238
6,35,10.925862,11.494043,0.0,0.0,8.674158,21,239,245
6,36,8.586071,11.043295,0.0,0.0,0.0,21,246,252
6,37,10.366145,11.761401,0.0,0.0,4.8637176,21,253,259
6,38,4.728373,5.5179715,0.0,0.0,0.0,21,260,266
6,39,8.613564,13.857561,0.0,0.0,4.297838,21,267,273
6,40,5.3062096,6.275345,0.0,0.0,2.0271366,21,274,280
6,41,10.907303,17.331354,0.0,0.0,5.680186,21,281,287
6,42,4.26034,8.143186,0.0,0.0,0.0,21,288,294
6,43,8.921353,16.488455,0.0,0.0,0.0,21,295,301
6,44,9.376462,13.280151,0.0,0.0,0.0,21,302,308
6,45,11.361452,14.799567,0.0,0.0,4.1884923,21,309,315
6,46,9.494389,14.981631,0.0,0.0,4.2520037,21,316,322
6,47,12.76304,17.244223,0.0,0.0,6.169977,21,323,329
6,48,18.188185,24.89739,0.0,0.0,4.097607,21,330,336
6,49,25.767757,29.512259,0.0,0.0,8.6155,21,337,343
6,50,24.555836,24.470198,0.0,6.477104,17.46617,21,344,350
6,51,33.96976,30.556543,0.0,6.8806524,24.443148,21,351,357
6,52,47.440308,40.375298,0.0,5.385883,51.00043,21,358,365
7,1,49.948185,28.155704,6.0840845,12.447513,57.184685,21,1,7
7,2,56.372517,31.942783,22.067226,27.900291,48.605083,21,8,14
7,3,68.32962,37.870407,21.252464,25.448748,78.614655,21,15,21
7,4,56.146233,41.79707,8.452046,16.797152,49.398045,21,22,28
7,5,69.24185,33.811516,30.874382,39.902412,75.41955,21,29,35
7,6,68.65374,32.068546,35.340405,43.244366,56.19014,21,36,42
7,7,72.90751,37.889412,35.761986,46.970688,60.735092,21,43,49
7,8,80.1918,23.00763,59.995865,63.68278,75.16549,21,50,56
7,9,86.67269,34.474663,47.57142,58.848553,86.603226,21,57,63
7,10,77.81769,23.277903,42.63931,67.24032,82.26924,21,64,70
7,11,70.74674,31.628107,38.3489,50.50616,65.222694,21,71,77
7,12,82.00399,28.195948,47.89119,51.7575,86.2575,21,78,84
7,13,91.38737,28.425884,63.544807,70.98378,87.37355,21,85,91
7,14,83.12953,26.457354,52.28094,63.229576,81.16093,21,92,98
7,15,79.011734,25.572773,51.43118,61.520294,71.382484,21,99,105
7,16,73.44848,18.46892,48.271564,57.146748,76.26863,21,106,112
7,17,84.98603,24.612091,45.59762,66.14969,90.22111,21,113,119
7,18,77.878204,20.93776,56.255905,65.51724,76.268616,21,120,126
7,19,70.60156,25.377491,42.990196,56.407993,68.79407,21,127,133
7,20,70.27501,35.02911,19.343344,32.012924,80.15027,21,134,140
7,21,60.592407,22.488043,36.35768,44.39369,54.291092,21,141,147
7,22,72.50727,29.197054,50.528877,53.600384,62.783363,21,148,154
7,23,59.97764,22.033117,37.15326,44.309475,59.62161,21,155,161
7,24,60.844284,17.670654,44.583298,47.29989,61.127373,21,162,168
7,25,48.482563,24.46147,12.252943,28.039036,48.749687,21,169,175
7,26,48.33341,36.011166,10.834587,19.712074,45.522774,21,176,182
7,27,50.221302,28.960112,15.999015,21.401058,42.919426,21,183,189
7,28,42.398117,32.693943,6.651777,22.934807,37.60096,21,190,196
7,29,37.913445,26.916737,8.267172,11.596015,37.56913,21,197,203
